"","timestamp","acc.x","acc.y","acc.z","label","gyro.x","gyro.y","gyro.z"
"1",1534252576032,0.0076904296875,0.943206787109375,0.54156494140625,"walk",0.273215772409875,-0.341410659065705,0.191960439407029
"2",1534252576132,0.158370971679688,1.47793579101562,0.347564697265625,"walk",0.259393640251006,0.536914923455121,0.143395740321286
"3",1534252576231,0.11328125,0.7000732421875,-0.168075561523438,"walk",0.714878247432106,0.637894717213132,0.360591840393516
"4",1534252576331,-0.0411529541015625,0.921859741210938,0.21368408203125,"walk",0.612969086543974,0.527672392999376,0.0319301845728991
"5",1534252576430,-0.0556182861328125,0.815277099609375,0.13525390625,"walk",0.669565868607351,0.392986762881701,-0.111860619391032
"6",1534252576530,-0.00653076171875,0.967483520507812,0.207916259765625,"walk",0.399285725842184,0.621095151932974,0.516344656325304
"7",1534252576629,-0.399078369140625,1.12666320800781,0.198654174804688,"walk",0.389786059030658,0.535651538856567,0.0269244635078051
"8",1534252576729,0.211944580078125,1.18119812011719,-0.153152465820312,"walk",-0.461956197470523,-0.776635207544262,-0.502336512029668
"9",1534252576829,0.176483154296875,1.20309448242188,0.0123443603515625,"walk",-1.45427811040845,0.733268078594531,-0.91525870270972
"10",1534252576928,-0.18621826171875,0.692581176757812,0.18951416015625,"walk",-1.02103039558992,-0.843724956645034,-0.0800178381346029
"11",1534252577028,0.010101318359375,0.550750732421875,0.304733276367188,"walk",-0.0749074711437367,-1.02408334291566,0.0374100244023439
"12",1534252577127,-0.126739501953125,1.42597961425781,0.336685180664062,"walk",-0.0324505907075023,-0.822201201754648,0.304956554596554
"13",1534252577227,0.239669799804688,2.06632995605469,-0.056060791015625,"walk",0.348662435843945,0.523110743176008,0.556661203108645
"14",1534252577326,-0.1368408203125,0.831497192382812,-0.09039306640625,"walk",0.95445299612721,0.627056423349723,0.507059645732661
"15",1534252577426,0.220199584960938,0.768081665039062,0.197677612304688,"walk",0.565068416783418,0.886623756054028,0.304595302229707
"16",1534252577525,-0.242141723632812,0.751312255859375,0.0735931396484375,"walk",0.899349489249714,0.738472422561744,0.468793012848182
"17",1534252577625,-0.047821044921875,1.20051574707031,0.27154541015625,"walk",0.461460553158957,0.612334819402724,0.395105639065241
"18",1534252577724,-0.246932983398438,1.45237731933594,-0.187606811523438,"walk",-0.127362219741134,-1.03658980827576,-0.729661231807207
"19",1534252577824,0.29425048828125,1.34840393066406,-0.092620849609375,"walk",-1.30948614810044,-0.219162417887976,-0.727924418692177
"20",1534252577923,-0.027252197265625,0.609512329101562,0.117889404296875,"walk",-1.23029813193892,-1.30824619388445,-0.106427640326728
"21",1534252578023,-0.017852783203125,0.604415893554688,0.139694213867188,"walk",-0.529236432179933,-1.46347716883567,-0.0179039809017242
"22",1534252578122,-0.127151489257812,1.12875366210938,0.419174194335938,"walk",0.507614860469716,-0.560540841834446,0.0135172382592136
"23",1534252578222,0.612762451171875,1.37071228027344,0.169540405273438,"walk",-0.568997481605042,0.453609801558933,0.458883740990957
"24",1534252578321,-0.0979156494140625,0.772506713867188,-0.023773193359375,"walk",0.596009908236648,0.715960667517078,-0.0932604392651574
"25",1534252578421,0.0314788818359375,0.777236938476562,0.1298828125,"walk",0.408878339693264,0.773504589234584,0.131119502519914
"26",1534252578520,0.0950775146484375,0.90594482421875,0.15228271484375,"walk",0.833804983228241,0.561627381666574,0.342188777668488
"27",1534252578620,-0.254974365234375,1.09352111816406,0.25311279296875,"walk",0.353158289283321,0.768178633918455,0.168385710788371
"28",1534252578720,-0.092559814453125,1.36067199707031,-0.332855224609375,"walk",-0.176003775481927,-1.11120940257571,-0.65836703436506
"29",1534252578819,0.420516967773438,1.48114013671875,-0.0280914306640625,"walk",-1.43948916924854,0.428481542375979,-0.963031997279852
"30",1534252578919,-0.209793090820312,0.370681762695312,0.0859527587890625,"walk",-0.970472260642997,-0.746967031400453,-0.046823285224053
"31",1534252579018,0.0464935302734375,0.590469360351562,0.313079833984375,"walk",-0.191369777452362,-1.24293837222859,-0.247448724146841
"32",1534252579118,-0.16925048828125,1.52229309082031,0.580184936523438,"walk",0.393780922953786,-0.530178878692019,-0.0100172440168486
"33",1534252579217,0.1390380859375,1.61518859863281,0.0471038818359375,"walk",-0.226805809787002,0.322533716717322,0.510084108104791
"34",1534252579317,-0.0702362060546875,1.04336547851562,-0.0311737060546875,"walk",0.856169707323134,0.355989764871805,0.420238624000374
"35",1534252579416,0.133148193359375,0.695343017578125,0.0739898681640625,"walk",0.601010648103499,0.596188802006607,0.104013816334951
"36",1534252579516,0.0287628173828125,0.811386108398438,0.0821075439453125,"walk",0.804738599040935,0.835490810395954,0.305688347783927
"37",1534252579615,-0.364578247070312,1.15625,0.239425659179688,"walk",0.409349442020054,0.841382994522505,0.355953317610029
"38",1534252579715,-0.0191802978515625,1.386474609375,-0.180709838867188,"walk",-0.299865052569245,-0.195670130410125,-0.474070751361026
"39",1534252579814,0.240737915039062,1.37101745605469,-0.0240936279296875,"walk",-1.43654071566793,0.0562264966889141,-0.730966745983701
"40",1534252579914,-0.158966064453125,0.52130126953125,0.0572662353515625,"walk",-0.951666256210019,-0.748301951766901,-0.316705467479512
"41",1534252580014,0.0899810791015625,0.670730590820312,0.260665893554688,"walk",-0.322142153229252,-1.29132784618466,-0.225271179513912
"42",1534252580113,-0.139938354492188,1.27377319335938,0.479415893554688,"walk",0.184980212664592,-0.409551690082266,-0.0603996402244439
"43",1534252580213,0.102035522460938,2.12677001953125,-0.315322875976562,"walk",0.100440718320664,-0.0356424925393924,0.101432408855315
"44",1534252580312,0.002593994140625,0.852294921875,-0.0465087890625,"walk",0.514076045268231,0.0887081675733423,0.298574935811873
