"","acc.timestamp","acc.x","acc.y","acc.z","label","gyro.x","gyro.y","gyro.z"
"1",0,-0.1636962890625,1.10432434082031,0.200408935546875,"standToSit1",0.394255433039766,-0.381462938743571,0.801942519037348
"2",0.0990000000000464,-0.544525146484375,0.993453979492188,0.188827514648438,"standToSit1",-0.46280974045957,0.582333453706419,-0.322514463149106
"3",0.198999999999955,-0.082855224609375,0.949142456054688,0.221298217773438,"standToSit1",-0.198967376568191,0.0311774964407888,0.228216491651078
"4",0.298000000000002,-0.166427612304688,0.90631103515625,0.261077880859375,"standToSit1",-0.203205055562529,-0.478040404931522,-0.634883961968092
"5",0.398000000000025,-0.3231201171875,0.900482177734375,0.215408325195312,"standToSit1",-0.491885353315623,0.174158952161807,-0.679940419164574
"6",0.496999999999957,-0.16058349609375,0.760223388671875,0.227630615234375,"standToSit1",-0.557878566653146,-0.148106624996277,-0.665377045031312
"7",0.59699999999998,-0.47637939453125,0.779541015625,0.254714965820312,"standToSit1",-0.404462747950647,0.151480135391721,-1.0512637851194
"8",0.696000000000026,-0.526947021484375,0.825958251953125,0.31787109375,"standToSit1",-0.548964015355691,-0.0555731933811034,-0.932916243380057
"9",0.796000000000049,-0.58831787109375,0.672592163085938,0.372726440429688,"standToSit1",-0.604503022443989,-0.214854347197912,-0.79470017202335
"10",0.895999999999958,-0.639801025390625,0.67010498046875,0.439788818359375,"standToSit1",-0.39633817719283,0.0214045865841464,-0.733600365008229
"11",0.995000000000005,-0.662567138671875,0.579421997070312,0.488082885742188,"standToSit1",-0.342590029084453,0.0553093610770891,-0.55345370819667
"12",1.09500000000003,-0.738845825195312,0.58514404296875,0.534820556640625,"standToSit1",-0.38045508445157,-0.0874462368433985,-0.401529781466952
"13",1.19399999999996,-0.739334106445312,0.435150146484375,0.542953491210938,"standToSit1",-0.306573511874951,-0.156604704096767,-0.341280338093014
"14",1.29399999999998,-0.748809814453125,0.43255615234375,0.569381713867188,"standToSit1",-0.197977846455037,-0.170678043001718,-0.310797361454172
"15",1.39300000000003,-0.7125244140625,0.400985717773438,0.601974487304688,"standToSit1",-0.200515542765087,-0.218932385990089,-0.211155575155448
"16",1.49300000000005,-0.685012817382812,0.37200927734375,0.598220825195312,"standToSit1",-0.148801908418999,-0.211222219402813,-0.189592090249513
"17",1.59199999999998,-0.720840454101562,0.35675048828125,0.605941772460938,"standToSit1",-0.194017166106766,-0.0976833954634644,-0.102125526421623
"18",1.69200000000001,-0.718002319335938,0.351882934570312,0.603302001953125,"standToSit1",-0.209714674565136,-0.0662914873796273,-0.0390106086750934
"19",1.79100000000005,-0.742706298828125,0.318222045898438,0.607666015625,"standToSit1",-0.136502261975052,-0.0987637719799009,-0.0622049509297336
"20",1.89099999999996,-0.725753784179688,0.3133544921875,0.647216796875,"standToSit1",-0.0719153036760898,-0.0322796130480043,-0.0860534660959908
"21",1.99000000000001,-0.714401245117188,0.302078247070312,0.64874267578125,"sit1",-0.0585807501151466,0.0216163241958701,-0.0606638747197278
"22",2.09000000000003,-0.711776733398438,0.292724609375,0.63525390625,"sit1",-0.0979097804612226,0.0243385422418676,0.00541548916149075
"23",2.18899999999996,-0.714630126953125,0.290481567382812,0.641128540039062,"sit1",-0.136255680433267,-0.000919410168671586,0.0306182000019637
"24",2.28899999999999,-0.715576171875,0.30914306640625,0.656082153320312,"sit1",-0.131032718796001,-0.0188184479172642,0.0403407081764634
"25",2.38800000000003,-0.713851928710938,0.293258666992188,0.65478515625,"sit1",-0.0895886031946707,0.0447027133135023,0.0323251449500821
"26",2.48800000000006,-0.712509155273438,0.28070068359375,0.639862060546875,"sit1",-0.0670952402666325,0.08319934276818,0.016408653994839
"27",2.58699999999999,-0.731765747070312,0.285308837890625,0.636764526367188,"sit1",-0.0879457860785943,0.039209321255068,0.047909107633195
"28",2.68700000000001,-0.728500366210938,0.278121948242188,0.637008666992188,"sit1",-0.0873665398006045,0.000484052865119556,0.0547937267524058
"29",2.78600000000006,-0.728042602539062,0.27783203125,0.634933471679688,"sit1",-0.0425634748175949,0.0126868809363824,0.0322742133530012
"30",2.88599999999997,-0.720550537109375,0.27978515625,0.64581298828125,"sit1",-0.0202666205678584,0.0408855583253364,0.0166243781956345
"31",2.9849999999999,-0.727325439453125,0.289688110351562,0.638580322265625,"sit1",-0.0246000755309523,0.0625151195188554,0.0161608115277217
"32",3.08500000000004,-0.725051879882812,0.282608032226562,0.62945556640625,"sit1",-0.0513695077357166,0.0309412794873229,0.0245436926061856
"33",3.18399999999997,-0.729888916015625,0.2799072265625,0.62774658203125,"sit1",-0.0548478026501819,0.0265134997064474,0.0264586385879917
"34",3.28400000000011,-0.73138427734375,0.280593872070312,0.62860107421875,"sit1",-0.0459754896311188,0.0212267091633955,0.0247745506275244
"35",3.38300000000004,-0.732681274414062,0.273910522460938,0.63433837890625,"sit1",-0.0506156918366006,0.0118386206490229,0.0303875702515646
"36",3.48299999999995,-0.732467651367188,0.279510498046875,0.633819580078125,"sit1",-0.0507930257550609,0.0139600675982675,0.031137152268011
"37",3.58200000000011,-0.730453491210938,0.269134521484375,0.627212524414062,"sit1",-0.0478405611277459,-0.00643333846013855,0.0365129820693597
"38",3.68200000000002,-0.728469848632812,0.273544311523438,0.632522583007812,"sit1",-0.0324440116125638,-0.0127958993378436,0.0347256341138395
"39",3.78099999999995,-0.723434448242188,0.278701782226562,0.646102905273438,"sit1",-0.0246824976491896,0.023480417388421,0.0255588352634823
"40",3.88100000000009,-0.727081298828125,0.27972412109375,0.640792846679688,"sit1",-0.0392411297250505,0.0377511563153962,0.0326829542301376
"41",3.98000000000002,-0.73089599609375,0.276641845703125,0.629867553710938,"sit1",-0.0520239197883215,0.00412375004981039,0.0410054657946776
"42",4.07999999999993,-0.728897094726562,0.270919799804688,0.632537841796875,"sit1",-0.032756253662855,0.00288418443798092,0.0370572588233372
"43",4.17900000000009,-0.725448608398438,0.287277221679688,0.640151977539062,"sit1",-0.0178685934693531,0.0275021384759428,0.0213496493753185
"44",4.279,-0.717819213867188,0.28515625,0.638900756835938,"sit1",-0.0475413712843562,0.00931721038422195,0.0208658290956145
"45",4.37799999999993,-0.729339599609375,0.271377563476562,0.637374877929688,"sit1",-0.0511748333775179,0.0224944988477776,0.0315764542773675
"46",4.47800000000007,-0.732528686523438,0.273345947265625,0.630508422851562,"sit1",-0.0287993316327054,0.0386783032387858,0.0266554353224901
"47",4.577,-0.727249145507812,0.277099609375,0.633743286132812,"sit1",-0.0308184044956757,0.00999712628053592,0.0308680914725831
"48",4.67699999999991,-0.72479248046875,0.275970458984375,0.635650634765625,"sit1",-0.030712975926631,0.0112580515313935,0.0340193175950796
"49",4.77600000000007,-0.728073120117188,0.278106689453125,0.63385009765625,"sit1",-0.0379046033094051,0.0161332831380889,0.0339563745979689
"50",4.87599999999998,-0.725738525390625,0.2799072265625,0.634002685546875,"sit1",-0.0340054501348347,0.0114296786760871,0.0293025005930573
"51",4.97499999999991,-0.723541259765625,0.277999877929688,0.633956909179688,"sit1",-0.0368774492520619,0.00432769655663212,0.0297340794352579
"52",5.07500000000005,-0.72320556640625,0.282699584960938,0.640899658203125,"sit1",-0.037212518397377,0.0317527011913615,0.0147008611830942
"53",5.17399999999998,-0.72637939453125,0.27545166015625,0.634735107421875,"sit1",-0.0503286085061269,0.0343680585398192,0.020456107196939
"54",5.27400000000011,-0.733200073242188,0.276626586914062,0.634033203125,"sit1",-0.0493565329681354,0.0220771787874677,0.0187825658978708
"55",5.37300000000005,-0.731826782226562,0.270660400390625,0.63885498046875,"sit1",-0.0323604725972211,0.0502522192630178,0.000684465010279137
"56",5.47299999999996,-0.732803344726562,0.273086547851562,0.633071899414062,"sit1",-0.050050003810925,0.0448389584608145,0.0149662044230734
"57",5.57199999999989,-0.742446899414062,0.269927978515625,0.630508422851562,"sit1",-0.0513575235107739,0.0260435740620649,0.0264153948304101
"58",5.67200000000003,-0.740386962890625,0.266754150390625,0.627426147460938,"sit1",-0.0431542400377038,0.000701069004391361,0.0310364412986305
"59",5.77099999999996,-0.734100341796875,0.269790649414062,0.630599975585938,"sit1",-0.0329658471581697,0.00546158902343688,0.0293457742432599
"60",5.87100000000009,-0.730514526367188,0.2713623046875,0.631271362304688,"sit1",-0.0342390283850129,0.0164178065729243,0.0279662296234829
"61",5.97000000000003,-0.7325439453125,0.2713623046875,0.632186889648438,"sit1",-0.0391686129355558,0.0229647043958652,0.0221385918257167
